id,module_content_id,title,instructions,step_type,options,order_index,created_at,updated_at,translations
08ed3afe-e658-42be-8e9f-f086a01d6256,1a8c268a-6990-4978-8552-ff671f0c6435,Finanzen bewerten,"Wie zufrieden sind Sie mit Ihrer finanziellen Situation? Berücksichtigen Sie dabei:

- Einkommen und finanzielle Sicherheit
- Schulden und Verbindlichkeiten
- Sparmöglichkeiten und Rücklagen
- Altersvorsorge
- Ausgaben und Budget
- Finanzielles Wissen und Kompetenz

Bewerten Sie Ihren aktuellen Zustand auf einer Skala von 1-10.",input,"{""step"":1,""max_value"":10,""min_value"":1,""input_type"":""slider"",""default_value"":5,""lifewheel_area"":""career"",""target_question"":""Welchen Wert würden Sie gerne erreichen?""}",3,2025-05-12 08:41:09.351672+00,2025-05-12 08:41:09.351672+00,"{""en"":{""title"":""Life Wheel Step"",""instructions"":""Continue with your life wheel analysis. Follow the guidance to gain clarity about your current life situation.""}}"
a8c7e8b2-e255-41b4-84d3-3ea747b83696,1a8c268a-6990-4978-8552-ff671f0c6435,Beziehungen bewerten,"Wie zufrieden sind Sie mit Ihren Beziehungen und Ihrem sozialen Leben? Berücksichtigen Sie dabei:

- Partnerschaft oder Ehe
- Dating-Leben (falls zutreffend)
- Qualität und Tiefe Ihrer Freundschaften
- Kommunikation und emotionale Verbindung
- Unterstützung und Vertrauen
- Balance zwischen Geben und Nehmen

Bewerten Sie Ihren aktuellen Zustand auf einer Skala von 1-10.",input,"{""step"":1,""max_value"":10,""min_value"":1,""input_type"":""slider"",""default_value"":5,""lifewheel_area"":""relationships"",""target_question"":""Welchen Wert würden Sie gerne erreichen?""}",4,2025-05-12 08:41:09.351672+00,2025-05-12 08:41:09.351672+00,"{""en"":{""title"":""Life Wheel Step"",""instructions"":""Continue with your life wheel analysis. Follow the guidance to gain clarity about your current life situation.""}}"
3054ca34-4218-45f7-9dcc-28acd875314c,1a8c268a-6990-4978-8552-ff671f0c6435,Familie bewerten,"Wie zufrieden sind Sie mit Ihren Familienbeziehungen? Berücksichtigen Sie dabei:

- Verhältnis zu Eltern und Geschwistern
- Beziehung zu Kindern (falls vorhanden)
- Verhältnis zur erweiterten Familie
- Familiäre Atmosphäre und Kommunikation
- Gemeinsame Zeit und Aktivitäten
- Unterstützung innerhalb der Familie

Bewerten Sie Ihren aktuellen Zustand auf einer Skala von 1-10.",input,"{""step"":1,""max_value"":10,""min_value"":1,""input_type"":""slider"",""default_value"":5,""lifewheel_area"":""family"",""target_question"":""Welchen Wert würden Sie gerne erreichen?""}",5,2025-05-12 08:41:09.351672+00,2025-05-12 08:41:09.351672+00,"{""en"":{""title"":""Life Wheel Step"",""instructions"":""Continue with your life wheel analysis. Follow the guidance to gain clarity about your current life situation.""}}"
641c8172-ad64-4db8-bb0a-5cbb6ae9921e,1a8c268a-6990-4978-8552-ff671f0c6435,Persönliches Wachstum bewerten,"Wie zufrieden sind Sie mit Ihrer persönlichen Entwicklung? Berücksichtigen Sie dabei:

- Weiterbildung und Lernen
- Persönliche Ziele und deren Verwirklichung
- Entwicklung neuer Fähigkeiten
- Selbstreflexion und Selbsterkenntnis
- Überwindung von Herausforderungen
- Engagement für kontinuierliche Verbesserung

Bewerten Sie Ihren aktuellen Zustand auf einer Skala von 1-10.",input,"{""step"":1,""max_value"":10,""min_value"":1,""input_type"":""slider"",""default_value"":5,""lifewheel_area"":""personalGrowth"",""target_question"":""Welchen Wert würden Sie gerne erreichen?""}",6,2025-05-12 08:41:09.351672+00,2025-05-12 08:41:09.351672+00,"{""en"":{""title"":""Life Wheel Step"",""instructions"":""Continue with your life wheel analysis. Follow the guidance to gain clarity about your current life situation.""}}"
ae83036a-9ddf-4d6c-aa8f-3f42e6046234,1a8c268a-6990-4978-8552-ff671f0c6435,Freizeit bewerten,"Wie zufrieden sind Sie mit Ihrer Freizeit und Erholung? Berücksichtigen Sie dabei:

- Ausreichend Zeit für Hobbys und Interessen
- Balance zwischen Aktivität und Entspannung
- Qualität der Freizeitaktivitäten
- Urlaub und Reisen
- Kreative Ausdrucksmöglichkeiten
- Zufriedenheit mit der Freizeitgestaltung

Bewerten Sie Ihren aktuellen Zustand auf einer Skala von 1-10.",input,"{""step"":1,""max_value"":10,""min_value"":1,""input_type"":""slider"",""default_value"":5,""lifewheel_area"":""leisure"",""target_question"":""Welchen Wert würden Sie gerne erreichen?""}",7,2025-05-12 08:41:09.351672+00,2025-05-12 08:41:09.351672+00,"{""en"":{""title"":""Life Wheel Step"",""instructions"":""Continue with your life wheel analysis. Follow the guidance to gain clarity about your current life situation.""}}"
20af1916-a92c-442d-86a2-a8f0bb032cd2,1a8c268a-6990-4978-8552-ff671f0c6435,Spiritualität bewerten,"Wie zufrieden sind Sie mit Ihrer spirituellen oder inneren Entwicklung? Berücksichtigen Sie dabei:

- Verbindung zu höheren Werten oder Zielen
- Gefühl von Sinn und Zweck im Leben
- Spirituelle oder religiöse Praktiken (falls zutreffend)
- Innere Ruhe und Ausgeglichenheit
- Dankbarkeit und Wertschätzung
- Verbundenheit mit etwas Größerem

Bewerten Sie Ihren aktuellen Zustand auf einer Skala von 1-10.",input,"{""step"":1,""max_value"":10,""min_value"":1,""input_type"":""slider"",""default_value"":5,""lifewheel_area"":""spirituality"",""target_question"":""Welchen Wert würden Sie gerne erreichen?""}",8,2025-05-12 08:41:09.351672+00,2025-05-12 08:41:09.351672+00,"{""en"":{""title"":""Life Wheel Step"",""instructions"":""Continue with your life wheel analysis. Follow the guidance to gain clarity about your current life situation.""}}"
72cc44a0-7e13-40a9-b6ec-8759b29338e5,1a8c268a-6990-4978-8552-ff671f0c6435,Ihr Lebensrad verstehen,"Betrachten Sie Ihr Lebensrad und reflektieren Sie:

1. **Ungleichgewichte**: Welche Bereiche sind besonders niedrig bewertet? Welche überraschend hoch?

2. **Zusammenhänge**: Wie beeinflussen sich die verschiedenen Bereiche gegenseitig? Zum Beispiel: Wie wirkt sich Ihre Gesundheit auf Ihre Karriere aus?

3. **Prioritäten**: Welche 1-2 Bereiche würden, wenn verbessert, den größten positiven Einfluss auf Ihr gesamtes Leben haben?

4. **Potenzial**: In welchen Bereichen sehen Sie das größte Verbesserungspotenzial?

Notieren Sie Ihre Erkenntnisse:",journal,"{""min_length"":50,""placeholder"":""Meine Erkenntnisse aus dem Lebensrad...""}",9,2025-05-12 08:41:09.351672+00,2025-05-12 08:41:09.351672+00,"{""en"":{""title"":""Life Wheel Step"",""instructions"":""Continue with your life wheel analysis. Follow the guidance to gain clarity about your current life situation.""}}"
7a358c12-358a-4985-a472-04a405343eb4,1a8c268a-6990-4978-8552-ff671f0c6435,Nächste Schritte,"Basierend auf Ihrer Lebensrad-Analyse, welche konkreten Schritte könnten Sie unternehmen, um mehr Ausgewogenheit in Ihr Leben zu bringen?

Wählen Sie 1-2 Prioritätsbereiche und definieren Sie jeweils eine kleine, umsetzbare Maßnahme, die Sie in der kommenden Woche ergreifen können:",journal,"{""min_length"":30,""placeholder"":""In den nächsten 7 Tagen werde ich...""}",10,2025-05-12 08:41:09.351672+00,2025-05-12 08:41:09.351672+00,"{""en"":{""title"":""Life Wheel Step"",""instructions"":""Continue with your life wheel analysis. Follow the guidance to gain clarity about your current life situation.""}}"
4a16d438-f4f2-4013-9970-e94f926e63be,3ec8be3d-a30c-4268-a187-b5b08d2cba27,Einführung in Inkongruenzen,"Inkongruenz bedeutet mangelnde Übereinstimmung oder Widersprüchlichkeit. In Bezug auf unsere persönliche Entwicklung können wir Inkongruenzen auf vier Ebenen erfahren:

1. **Ebene der Aussagen**: Was wir sagen vs. was wir tun
   Beispiel: ""Gesundheit ist mir wichtig"" während wir ungesund leben

2. **Ebene der Werte**: Konkurrierende Werte in uns
   Beispiel: Wunsch nach Sicherheit vs. Wunsch nach Abenteuern

3. **Ebene der Identität**: Wer wir glauben zu sein vs. wer wir sein wollen
   Beispiel: ""Ich bin ein geduldiger Mensch"" vs. ständige Ungeduld im Alltag

4. **Ebene der Wahrnehmung**: Wie wir uns selbst sehen vs. wie andere uns sehen
   Beispiel: Wir halten uns für hilfsbereit, andere erleben uns als kontrollierend

Inkongruenzen verursachen innere Konflikte, kosten Energie und verhindern authentisches Handeln. Sie zu erkennen ist der erste Schritt zur Kongruenz - einem Zustand der inneren Harmonie, in dem all unsere Teile im Einklang sind.",reflection,{},1,2025-04-12 15:53:05.763458+00,2025-04-12 15:53:05.763458+00,"{""en"":{""title"":""Incongruence Mapping Step"",""instructions"":""Continue mapping your inner conflicts to gain clarity about areas that need alignment.""}}"
fcecc106-f7ec-4bad-9bdf-2961371de3de,3ec8be3d-a30c-4268-a187-b5b08d2cba27,Inkongruenzen auf der Aussage-Ebene,"Betrachten Sie Ihr Lebensrad und die Bereiche, die Sie als wichtig bewertet haben.

Identifizieren Sie nun 1-2 Bereiche, in denen es eine Diskrepanz gibt zwischen:
- Was Sie sagen, dass es Ihnen wichtig ist
- Wie viel Zeit, Energie oder Aufmerksamkeit Sie tatsächlich investieren

Beispiele:
- ""Familie ist mir am wichtigsten"" vs. 60+ Stunden Arbeitswoche
- ""Gesundheit hat Priorität"" vs. kaum Bewegung im Alltag
- ""Persönliches Wachstum ist essenziell"" vs. keine Zeit für Lernen

Beschreiben Sie Ihre identifizierten Inkongruenzen:",journal,"{""min_length"":30,""placeholder"":""Eine Inkongruenz zwischen meinen Aussagen und meinem Handeln ist...""}",2,2025-04-12 15:53:05.763458+00,2025-04-12 15:53:05.763458+00,"{""en"":{""title"":""Incongruence Mapping Step"",""instructions"":""Continue mapping your inner conflicts to gain clarity about areas that need alignment.""}}"
14877058-1238-42fd-9382-bd3bd17cb641,3ec8be3d-a30c-4268-a187-b5b08d2cba27,Inkongruenzen auf der Werte-Ebene,"Oft erleben wir innere Konflikte, weil verschiedene Werte in uns konkurrieren.

Überlegen Sie:
- Welche Ihrer Werte stehen manchmal im Konflikt?
- In welchen Situationen erleben Sie ein inneres Hin und Her?

Beispiele:
- Freiheit vs. Sicherheit
- Familie vs. Karriere
- Ehrlichkeit vs. Harmonie
- Selbstfürsorge vs. Fürsorge für andere

Beschreiben Sie einen Werte-Konflikt, den Sie in sich tragen:",journal,"{""min_length"":30,""placeholder"":""Ein Werte-Konflikt, den ich in mir trage, ist...""}",3,2025-04-12 15:53:05.763458+00,2025-04-12 15:53:05.763458+00,"{""en"":{""title"":""Incongruence Mapping Step"",""instructions"":""Continue mapping your inner conflicts to gain clarity about areas that need alignment.""}}"
0118d4d0-7c50-4d66-a8ea-55f84ad2a925,3ec8be3d-a30c-4268-a187-b5b08d2cba27,Inkongruenzen auf der Identitäts-Ebene,"Manchmal gibt es eine Diskrepanz zwischen:
- Wer wir glauben zu sein (Selbstbild)
- Wie wir tatsächlich handeln
- Wer wir sein wollen (ideales Selbst)

Reflektieren Sie:
- Gibt es Eigenschaften, die Sie sich zuschreiben, die aber nicht zu Ihrem tatsächlichen Verhalten passen?
- Gibt es eine Kluft zwischen Ihrem aktuellen Selbst und Ihrem idealen Selbst?

Beispiele:
- ""Ich bin ein geduldiger Mensch"" vs. häufige Ungeduld im Alltag
- ""Ich bin kreativ"" vs. kaum kreative Aktivitäten
- ""Ich bin jemand, der Risiken eingeht"" vs. Vermeidung von Risiken

Beschreiben Sie eine Identitäts-Inkongruenz, die Sie erkennen:",journal,"{""min_length"":30,""placeholder"":""Eine Inkongruenz in meinem Selbstbild ist...""}",4,2025-04-12 15:53:05.763458+00,2025-04-12 15:53:05.763458+00,"{""en"":{""title"":""Incongruence Mapping Step"",""instructions"":""Continue mapping your inner conflicts to gain clarity about areas that need alignment.""}}"
858f8293-c3f7-4280-bcd7-6365223ab17d,3ec8be3d-a30c-4268-a187-b5b08d2cba27,Inkongruenzen auf der Wahrnehmungs-Ebene,"Diese Ebene betrifft die Unterschiede zwischen:
- Wie wir uns selbst sehen
- Wie andere uns wahrnehmen

Dies ist oft schwer zu erkennen, da wir blind für unsere blinden Flecken sind.

Überlegen Sie:
- Haben Sie schon Feedback erhalten, das nicht zu Ihrem Selbstbild passte?
- Gibt es Verhaltensweisen, bei denen andere überrascht waren, als Sie sagten, dass Sie sich damit unwohl fühlen oder unsicher sind?

Beispiele:
- Sie halten sich für zurückhaltend, andere sehen Sie als bestimmt
- Sie denken, Sie kommunizieren klar, andere finden Sie vage
- Sie sehen sich als hilfsbereit, andere erleben Sie als kontrollierend

Beschreiben Sie eine mögliche Wahrnehmungs-Inkongruenz:",journal,"{""min_length"":30,""placeholder"":""Eine mögliche Diskrepanz zwischen meiner Selbstwahrnehmung und der Wahrnehmung anderer könnte sein...""}",5,2025-04-12 15:53:05.763458+00,2025-04-12 15:53:05.763458+00,"{""en"":{""title"":""Incongruence Mapping Step"",""instructions"":""Continue mapping your inner conflicts to gain clarity about areas that need alignment.""}}"
3b2e1c32-be5c-486b-8cbf-8f997098c0b1,3ec8be3d-a30c-4268-a187-b5b08d2cba27,Deine Inkongruenz-Karte,"Betrachten Sie nun alle Inkongruenzen, die Sie identifiziert haben:

1. Welche erscheint Ihnen am bedeutsamsten oder energieraubendsten?
2. Gibt es Verbindungen oder Muster zwischen den verschiedenen Inkongruenzen?
3. Welche würde, wenn aufgelöst, den größten positiven Einfluss auf Ihr Leben haben?

Wählen Sie eine Prioritäts-Inkongruenz aus und beschreiben Sie sie im Detail:",journal,"{""min_length"":50,""placeholder"":""Die wichtigste Inkongruenz, an der ich arbeiten möchte, ist...""}",6,2025-04-12 15:53:05.763458+00,2025-04-12 15:53:05.763458+00,"{""en"":{""title"":""Incongruence Mapping Step"",""instructions"":""Continue mapping your inner conflicts to gain clarity about areas that need alignment.""}}"
2fbbe85c-1044-4d75-8dd8-d8daa847ddc2,3ec8be3d-a30c-4268-a187-b5b08d2cba27,Lösungsansätze entwickeln,"Für Ihre Prioritäts-Inkongruenz werden wir nun erste Lösungsansätze entwickeln.

Überlegen Sie:
1. Was ist der erste kleine Schritt, den Sie unternehmen könnten, um diese Inkongruenz zu verringern?
2. Welche Ressourcen (Fähigkeiten, Unterstützung, Werkzeuge) könnten Ihnen dabei helfen?
3. Welche Hindernisse könnten auftreten und wie könnten Sie diese überwinden?

Notieren Sie Ihren Aktionsplan:",journal,"{""min_length"":50,""placeholder"":""Mein Aktionsplan zur Verringerung dieser Inkongruenz ist...""}",7,2025-04-12 15:53:05.763458+00,2025-04-12 15:53:05.763458+00,"{""en"":{""title"":""Incongruence Mapping Step"",""instructions"":""Continue mapping your inner conflicts to gain clarity about areas that need alignment.""}}"
6194377c-3918-4acb-adfd-452d66f4ac0d,4a5c228f-79c6-4e24-ae24-6d2625ec5123,Die Psychologie der Selbsttäuschung,"Selbsttäuschung ist ein universell menschliches Phänomen. Unser Gehirn ist darauf programmiert, kognitive Dissonanz zu vermeiden und ein kohärentes Selbstbild zu erhalten - manchmal auf Kosten der Realität.

Häufige Formen der Selbsttäuschung:

1. **Bestätigungsfehler**: Wir nehmen bevorzugt Informationen wahr, die unsere bestehenden Überzeugungen bestätigen.

2. **Selbstdienliche Verzerrung**: Erfolge schreiben wir uns selbst zu, Misserfolge äußeren Umständen.

3. **Überoptimismus**: Wir überschätzen unsere Fähigkeiten und unterschätzen Risiken.

4. **Vermeidung unangenehmer Wahrheiten**: Wir blenden Informationen aus, die unser Selbstbild bedrohen.

5. **Rückschaufehler**: ""Das habe ich schon immer gewusst"" - die Illusion, Ereignisse im Nachhinein vorhergesehen zu haben.

Die gute Nachricht: Durch bewusste Selbstreflexion und gezielte Reality-Checks können wir diese Verzerrungen erkennen und überwinden.",reflection,{},1,2025-04-12 15:53:05.763458+00,2025-04-12 15:53:05.763458+00,"{""en"":{""title"":""Reality Check Step"",""instructions"":""Examine your assumptions and overcome self-deceptions for greater clarity.""}}"
8c3e4986-9c97-4cf4-95ed-57653d26a10b,4a5c228f-79c6-4e24-ae24-6d2625ec5123,Eigene Selbsttäuschungen erkennen,"Denken Sie an eine Situation aus der jüngeren Vergangenheit, in der Sie überrascht waren, dass Ihre Wahrnehmung nicht mit der Realität oder der Wahrnehmung anderer übereinstimmte.

Dies könnte sein:
- Feedback, das Sie überrascht hat
- Eine Situation, die anders verlief als erwartet
- Ein Moment, in dem Sie realisierten, dass Ihre Selbsteinschätzung nicht stimmte

Beschreiben Sie diese Situation kurz:",journal,"{""min_length"":50,""placeholder"":""Eine Situation, in der meine Wahrnehmung nicht mit der Realität übereinstimmte, war...""}",2,2025-04-12 15:53:05.763458+00,2025-04-12 15:53:05.763458+00,"{""en"":{""title"":""Reality Check Step"",""instructions"":""Examine your assumptions and overcome self-deceptions for greater clarity.""}}"
